baseMVA = 1;

bus = [
    [ 1, 3,       0,       0, 0, 0, 1, 1, 0, 22, 1,   1,   1],
    [ 2, 1, 0.01458, 0.00807, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [ 3, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [ 4, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [ 5, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [ 6, 1, 0.01458, 0.00807, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [ 7, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [ 8, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [ 9, 1, 0.05833, 0.03227, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [10, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [11, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [12, 1,    0.02,   0.015, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [13, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [14, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [15, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [16, 1, 0.02917, 0.01614, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [17, 1, 0.07292, 0.04034, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [18, 1,    0.02,   0.015, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [19, 1, 0.14567, 0.08069, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [20, 1, 0.06288, 0.03333, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [21, 1, 0.01458, 0.00807, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [22, 1, 0.09479, 0.05245, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [23, 1, 0.01458, 0.00807, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [24, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [25, 1, 0.01458, 0.00807, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [26, 1,   0.035, 0.01936, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [27, 1, 0.02917, 0.01614, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [28, 1, 0.02917, 0.01614, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [29, 1, 0.09188, 0.05083, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [30, 1,  0.0859, 0.03683, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [31, 1, 0.02917, 0.01614, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [32, 1, 0.01458, 0.00807, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [33, 1, 0.04375, 0.02421, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [34, 1, 0.04375, 0.02421, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [35, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [36, 1, 0.14583, 0.08069, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [37, 1, 0.09188, 0.05083, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [38, 1, 0.02917, 0.01614, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [39, 1, 0.05833, 0.03227, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [40, 1, 0.01458, 0.00807, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [41, 1, 0.02917, 0.01614, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [42, 1, 0.02917, 0.01614, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [43, 1, 0.02917, 0.01614, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [44, 1, 0.14875,  0.0823, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [45, 1, 0.02917, 0.01614, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [46, 1,       0,       0, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [47, 1, 0.02917, 0.01614, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [48, 1, 0.05833, 0.03227, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [49, 1, 0.04375, 0.02421, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [50, 1, 0.11667, 0.06455, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9],
    [51, 1, 0.09188, 0.05083, 0, 0, 1, 1, 0, 22, 1, 1.1, 0.9]
];

gen = [
    [1, 0, 0, 10, -10, 1, 100, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
];

branch = [
    [ 1,  2, 0.00087066,  0.0015153, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 2,  3, 0.00087066,  0.0015153, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 3,  4, 0.00043533, 0.00075764, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 4,  5, 0.00087066,  0.0015153, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 5,  6, 0.00043533, 0.00075764, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 6,  7, 0.00043533, 0.00075764, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 7,  8, 0.00087066,  0.0015153, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 8,  9, 0.00087066,  0.0015153, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 9, 10, 0.00082562,  0.0013887, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [10, 11,  0.0011008,  0.0018517, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [11, 12, 0.00055041, 0.00092583, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [12, 13,  0.0016512,  0.0027775, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [13, 14,  0.0011008,  0.0018517, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [14, 15,  0.0034437,  0.0022769, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [15, 16,  0.0041324,  0.0027322, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [16, 17,  0.0013775, 0.00091074, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [17, 18,   0.002755,  0.0018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [18, 19,  0.0013775, 0.00091074, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 3, 20,    0.01102,   0.007286, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 4, 21,   0.002755,  0.0018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 5, 22,  0.0068874,  0.0045537, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [22, 23,  0.0055099,   0.003643, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [23, 24,  0.0013775, 0.00091074, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [24, 25,   0.013775,  0.0091074, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [25, 26,   0.002755,  0.0018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [26, 27,  0.0041324,  0.0027322, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [23, 28,    0.01102,   0.007286, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [24, 29,   0.002755,  0.0018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 7, 30,   0.010331,  0.0068306, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [30, 31,  0.0013775, 0.00091074, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [31, 32,   0.002755,  0.0018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [32, 33,   0.002755,  0.0018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [33, 34,  0.0020662,  0.0013661, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [34, 35,   0.002755,  0.0018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [35, 36,  0.0048212,  0.0031876, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [36, 37,   0.002755,  0.0018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [37, 38,  0.0020662,  0.0013661, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [30, 39,  0.0041324,  0.0027322, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [35, 40,   0.002755,  0.0018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 8, 41,  0.0020662,  0.0013661, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [ 9, 42,   0.002755,  0.0018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [10, 43,  0.0082649,  0.0054645, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [11, 44,   0.002755,  0.0018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [12, 45,  0.0096424,  0.0063752, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [14, 46,  0.0013775, 0.00091074, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [46, 47,  0.0041324,  0.0027322, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [47, 48,  0.0041324,  0.0027322, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [46, 49,  0.0002755, 0.00018215, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [15, 50,  0.0096424,  0.0063752, 0, 0, 0, 0, 0, 0, 1, -360, 360],
    [17, 51,  0.0055099,   0.003643, 0, 0, 0, 0, 0, 0, 1, -360, 360]
];

gencost = [
    [2, 0, 0, 3, 0, 20, 0]
];

