baseMVA = 1.666667e+01;

bus = [
[1,3,0,0,0,0,1,1,0,77.9423,1,1,1],
[2,1,0,0,0,0,1,1,0,6.9282,1,1.05,0.95],
[3,1,0,0,0,0,1,1,0,6.9282,1,1.05,0.95],
[4,1,0,0,0,0,1,1,0,77.9423,1,1.05,0.95],
[5,1,0,0,0,0,1,1,0,6.9282,1,1.05,0.95],
[6,1,0.011667,0.00011667,0,0,1,1,0,6.9282,1,1.05,0.95],
[7,1,0.0013333,1.33e-05,0,0,1,1,0,6.9282,1,1.05,0.95],
[8,1,-0.01,-0.0001,0,0,1,1,0,6.9282,1,1.05,0.95],
[9,1,0.015431,0.00015431,0,0,1,1,0,6.9282,1,1.05,0.95],
[10,1,0.0013333,1.33e-05,0,0,1,1,0,6.9282,1,1.05,0.95],
[11,1,0.0051203,5.12e-05,0,0,1,1,0,6.9282,1,1.05,0.95],
[12,1,0.0045,4.5e-05,0,0,1,1,0,6.9282,1,1.05,0.95],
[13,1,0.012233,0.00012233,0,0,1,1,0,6.9282,1,1.05,0.95],
[14,1,0.013601,0.00013601,0,0,1,1,0,6.9282,1,1.05,0.95],
[15,1,0.0030333,3.03e-05,0,0,1,1,0,6.9282,1,1.05,0.95],
[16,1,0.0035333,3.53e-05,0,0,1,1,0,6.9282,1,1.05,0.95],
[17,1,0.010909,0.00010909,0,0,1,1,0,6.9282,1,1.05,0.95],
[18,1,0.003145,3.15e-05,0,0,1,1,0,6.9282,1,1.05,0.95],
[19,1,0.010404,0.00010404,0,0,1,1,0,6.9282,1,1.05,0.95],
[20,1,0.011139,0.00011139,0,0,1,1,0,6.9282,1,1.05,0.95],
[21,1,0.0020333,2.03e-05,0,0,1,1,0,6.9282,1,1.05,0.95],
[22,1,0.043089,0.00043089,0,0,1,1,0,6.9282,1,1.05,0.95],
[23,1,0.13587,0.0013587,0,0,1,1,0,6.9282,1,1.05,0.95],
[24,1,0.036602,0.00036602,0,0,1,1,0,6.9282,1,1.05,0.95],
[25,1,0.060566,0.00060566,0,0,1,1,0,6.9282,1,1.05,0.95],
[26,1,0.026843,0.00026843,0,0,1,1,0,6.9282,1,1.05,0.95],
[27,1,0.0023333,2.33e-05,0,0,1,1,0,6.9282,1,1.05,0.95],
[28,1,0.11676,0.0011676,0,0,1,1,0,6.9282,1,1.05,0.95],
[29,1,0.01372,0.0001372,0,0,1,1,0,6.9282,1,1.05,0.95],
[30,1,0.13767,0.0013767,0,0,1,1,0,6.9282,1,1.05,0.95],
