baseMVA = 10;

bus = [
[1,3,0,0,0,0,1,1,0,12.47,1,1,1],
[2,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[3,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[4,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[5,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[6,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[7,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[8,1,0.06375,0.039509,0,0,1,1,0,12.47,1,1.1,0.9],
[9,1,0.0085,0.0052678,0,0,1,1,0,12.47,1,1.1,0.9],
[10,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[11,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[12,1,0.02125,0.01317,0,0,1,1,0,12.47,1,1.1,0.9],
[13,1,0.06375,0.039509,0,0,1,1,0,12.47,1,1.1,0.9],
[14,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[15,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[16,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[17,1,0.1275,0.079017,0,0,1,1,0,12.47,1,1.1,0.9],
[18,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[19,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[20,1,0.06375,0.039509,0,0,1,1,0,12.47,1,1.1,0.9],
[21,1,0.06375,0.039509,0,0,1,1,0,12.47,1,1.1,0.9],
[22,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[23,1,0.06375,0.039509,0,0,1,1,0,12.47,1,1.1,0.9],
[24,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[25,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[26,1,0.1275,0.079017,0,0,1,1,0,12.47,1,1.1,0.9],
[27,1,0.06375,0.039509,0,0,1,1,0,12.47,1,1.1,0.9],
[28,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[29,1,0.06375,0.039509,0,0,1,1,0,12.47,1,1.1,0.9],
[30,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[31,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[32,1,0.1275,0.079017,0,0,1,1,0,12.47,1,1.1,0.9],
[33,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[34,1,0.1275,0.079017,0,0,1,1,0,12.47,1,1.1,0.9],
[35,1,0.255,0.15803,0,0,1,1,0,12.47,1,1.1,0.9],
[36,1,0.1275,0.079017,0,0,1,1,0,12.47,1,1.1,0.9],
[37,1,0.0425,0.026339,0,0,1,1,0,12.47,1,1.1,0.9],
[38,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[39,1,0.017,0.010536,0,0,1,1,0,12.47,1,1.1,0.9],
[40,1,0,0,0,0,1,1,0,12.47,1,1.1,0.9],
[41,1,0.06375,0.039509,0,0,1,1,0,12.47,1,1.1,0.9],
